plotID,timestamp,datetime,P_RT_NRT,P_RT_NRT_01,P_RT_NRT_02,rH_200,Ta_200,Ta_200_max,Ta_200_min
AEG44,58908960,2012-01-01T00:00,NA,NA,NA,88.32,7.38,32.21,-22.73
AEG44,59436000,2013-01-01T00:00,NA,NA,NA,91.30,6.94,33.65,-14.93
AEG44,59961600,2014-01-01T00:00,NA,NA,NA,90.53,8.51,33.58,-19.40
AEG44,60487200,2015-01-01T00:00,NA,NA,NA,89.31,8.05,34.39,-19.55
AEG45,57332160,2009-01-01T00:00,NA,NA,NA,83.58,7.17,31.56,-22.74
AEG45,57857760,2010-01-01T00:00,NA,NA,NA,85.25,6.19,31.27,-17.03
AEG45,58383360,2011-01-01T00:00,NA,NA,NA,86.91,7.87,30.77,-15.99
AEG45,58908960,2012-01-01T00:00,NA,NA,NA,85.72,7.33,31.88,-19.90
AEG45,59436000,2013-01-01T00:00,NA,NA,NA,87.57,6.74,32.36,-13.72
AEG45,59961600,2014-01-01T00:00,NA,NA,NA,86.93,8.36,32.44,-20.32
AEG45,60487200,2015-01-01T00:00,NA,NA,NA,86.46,8.02,33.14,-15.74
AEG46,57332160,2009-01-01T00:00,NA,NA,NA,NA,NA,NA,NA
AEG46,57857760,2010-01-01T00:00,NA,NA,NA,84.39,5.98,32.91,-19.21
AEG46,58383360,2011-01-01T00:00,NA,NA,NA,NA,7.45,32.31,-19.44
AEG46,58908960,2012-01-01T00:00,NA,NA,NA,76.77,6.98,32.69,-23.29
AEG46,59436000,2013-01-01T00:00,NA,NA,NA,71.61,6.55,33.97,-18.12
AEG46,59961600,2014-01-01T00:00,NA,NA,NA,88.64,8.12,32.77,-23.57
AEG46,60487200,2015-01-01T00:00,NA,NA,NA,NA,7.67,34.82,-20.63
AEG47,57332160,2009-01-01T00:00,NA,NA,NA,NA,NA,NA,NA
AEG47,57857760,2010-01-01T00:00,NA,NA,NA,85.33,6.52,33.19,-17.47
AEG47,58383360,2011-01-01T00:00,NA,NA,NA,NA,8.17,31.54,-16.04
AEG47,58908960,2012-01-01T00:00,NA,NA,NA,NA,7.64,31.01,-19.85
AEG47,59436000,2013-01-01T00:00,NA,NA,NA,89.78,7.05,32.50,-13.87
AEG47,59961600,2014-01-01T00:00,NA,NA,NA,84.41,8.68,32.02,-20.47
AEG47,60487200,2015-01-01T00:00,NA,NA,NA,82.41,8.33,33.74,-16.07
AEG48,57332160,2009-01-01T00:00,NA,NA,NA,82.38,7.83,31.31,-20.75
AEG48,57857760,2010-01-01T00:00,NA,NA,NA,83.02,6.72,31.22,-16.17
AEG48,58383360,2011-01-01T00:00,NA,NA,NA,79.43,8.52,31.66,-13.65
AEG48,58908960,2012-01-01T00:00,NA,NA,NA,81.78,7.95,31.61,-18.50
AEG48,59436000,2013-01-01T00:00,NA,NA,NA,84.30,7.38,32.51,-12.06
AEG48,59961600,2014-01-01T00:00,NA,NA,NA,83.17,9.17,31.96,-15.67
AEG48,60487200,2015-01-01T00:00,NA,NA,NA,80.09,8.93,33.10,-9.89
AEG49,57332160,2009-01-01T00:00,NA,NA,NA,NA,7.67,30.92,-20.54
AEG49,57857760,2010-01-01T00:00,NA,NA,NA,NA,6.58,30.73,-15.06
AEG49,58383360,2011-01-01T00:00,NA,NA,NA,NA,8.50,31.20,-13.50
AEG49,58908960,2012-01-01T00:00,NA,NA,NA,NA,7.90,31.20,-18.30
AEG49,59436000,2013-01-01T00:00,NA,NA,NA,88.78,7.34,32.55,-11.64
AEG49,59961600,2014-01-01T00:00,NA,NA,NA,83.31,9.03,32.53,-14.71
AEG49,60487200,2015-01-01T00:00,NA,NA,NA,80.18,8.86,33.87,-9.55
AEG50,57332160,2009-01-01T00:00,NA,NA,NA,85.17,7.48,31.80,-22.33
AEG50,57857760,2010-01-01T00:00,NA,NA,NA,83.18,6.57,32.22,-16.67
AEG50,58383360,2011-01-01T00:00,NA,NA,NA,82.35,8.26,31.91,-16.56
AEG50,58908960,2012-01-01T00:00,NA,NA,NA,83.00,7.69,32.28,-20.21
AEG50,59436000,2013-01-01T00:00,NA,NA,NA,86.38,7.17,33.17,-14.38
AEG50,59961600,2014-01-01T00:00,NA,NA,NA,86.16,8.79,32.66,-18.54
AEG50,60487200,2015-01-01T00:00,NA,NA,NA,87.49,8.43,33.60,-13.81
AET06,57332160,2009-01-01T00:00,NA,NA,NA,NA,NA,NA,NA
AET06,57857760,2010-01-01T00:00,NA,NA,NA,87.08,6.25,29.76,-15.11
AET06,58383360,2011-01-01T00:00,NA,NA,NA,87.15,7.93,28.44,-13.53
AET06,58908960,2012-01-01T00:00,NA,NA,NA,87.23,7.35,29.34,-18.79
AET06,59436000,2013-01-01T00:00,883.24,NA,NA,89.20,6.85,30.13,-11.82
AET06,59961600,2014-01-01T00:00,871.00,NA,NA,87.39,8.50,30.48,-14.49
AET06,60487200,2015-01-01T00:00,NA,NA,NA,83.97,8.24,31.35,-11.53
AEW01,57332160,2009-01-01T00:00,NA,NA,NA,NA,NA,NA,NA
AEW01,57857760,2010-01-01T00:00,NA,NA,NA,87.97,6.08,28.90,-14.00
AEW01,58383360,2011-01-01T00:00,NA,NA,NA,95.47,7.98,27.89,-11.77
AEW01,58908960,2012-01-01T00:00,NA,NA,NA,85.68,7.28,29.14,-18.47
AEW01,59436000,2013-01-01T00:00,NA,NA,NA,88.43,6.78,30.55,-13.09
AEW01,59961600,2014-01-01T00:00,NA,NA,NA,86.84,8.52,30.64,-14.92
AEW01,60487200,2015-01-01T00:00,NA,NA,NA,83.92,8.26,31.83,-12.22
AEW02,57332160,2009-01-01T00:00,NA,NA,NA,NA,NA,NA,NA
AEW02,57857760,2010-01-01T00:00,NA,NA,NA,89.75,5.45,30.59,-16.76
AEW02,58383360,2011-01-01T00:00,NA,NA,NA,88.83,7.03,28.33,-15.38
AEW02,58908960,2012-01-01T00:00,NA,NA,NA,88.52,6.57,29.37,-20.92
AEW02,59436000,2013-01-01T00:00,NA,NA,NA,91.80,6.07,29.92,-13.21
AEW02,59961600,2014-01-01T00:00,NA,NA,NA,90.06,7.69,30.44,-16.95
AEW02,60487200,2015-01-01T00:00,NA,NA,NA,87.79,7.32,31.98,-15.65
AEW03,57332160,2009-01-01T00:00,NA,NA,NA,NA,NA,NA,NA
AEW03,57857760,2010-01-01T00:00,NA,NA,NA,91.32,5.80,29.49,-16.18
AEW03,58383360,2011-01-01T00:00,NA,NA,NA,91.34,7.34,28.48,-15.57
AEW03,58908960,2012-01-01T00:00,NA,NA,NA,93.91,6.82,29.60,-21.50
AEW03,59436000,2013-01-01T00:00,NA,NA,NA,96.93,6.37,29.83,-14.10
AEW03,59961600,2014-01-01T00:00,NA,NA,NA,95.33,8.15,30.99,-19.28
AEW03,60487200,2015-01-01T00:00,NA,NA,NA,94.66,7.61,32.16,-18.47
AEW04,57332160,2009-01-01T00:00,NA,NA,NA,NA,NA,NA,NA
AEW04,57857760,2010-01-01T00:00,NA,NA,NA,88.75,5.85,29.29,-15.07
AEW04,58383360,2011-01-01T00:00,NA,NA,NA,89.21,7.55,26.89,-13.91
AEW04,58908960,2012-01-01T00:00,NA,NA,NA,90.28,6.92,28.60,-20.14
AEW04,59436000,2013-01-01T00:00,NA,NA,NA,91.07,6.46,29.89,-12.39
AEW04,59961600,2014-01-01T00:00,NA,NA,NA,87.82,8.14,29.65,-16.75
AEW04,60487200,2015-01-01T00:00,NA,NA,NA,85.48,7.80,30.37,-12.20
AEW05,57332160,2009-01-01T00:00,NA,NA,NA,NA,NA,NA,NA
AEW05,57857760,2010-01-01T00:00,NA,NA,NA,NA,6.16,29.49,-14.56
AEW05,58383360,2011-01-01T00:00,NA,NA,NA,NA,8.13,30.72,-11.76
AEW05,58908960,2012-01-01T00:00,NA,NA,NA,NA,7.47,30.88,-18.38
AEW05,59436000,2013-01-01T00:00,NA,NA,NA,94.25,6.87,31.86,-11.16
AEW05,59961600,2014-01-01T00:00,NA,NA,NA,86.16,8.58,32.78,-14.31
AEW05,60487200,2015-01-01T00:00,NA,NA,NA,84.12,8.38,32.26,-9.81
AEW06,57332160,2009-01-01T00:00,NA,NA,NA,NA,NA,NA,NA
AEW06,57857760,2010-01-01T00:00,NA,NA,NA,88.19,6.05,28.76,-15.81
AEW06,58383360,2011-01-01T00:00,NA,NA,NA,87.05,7.75,28.36,-14.23
AEW06,58908960,2012-01-01T00:00,NA,NA,NA,87.28,7.14,28.65,-19.45
AEW06,59436000,2013-01-01T00:00,NA,NA,NA,89.19,6.63,29.50,-11.96
AEW06,59961600,2014-01-01T00:00,NA,NA,NA,88.65,8.31,29.78,-15.75
AEW06,60487200,2015-01-01T00:00,NA,NA,NA,86.63,7.96,31.32,-12.84
AEW07,57332160,2009-01-01T00:00,NA,NA,NA,NA,NA,NA,NA
AEW07,57857760,2010-01-01T00:00,NA,NA,NA,87.44,6.05,29.61,-14.13
AEW07,58383360,2011-01-01T00:00,NA,NA,NA,88.59,7.83,27.92,-12.87
AEW07,58908960,2012-01-01T00:00,NA,NA,NA,91.85,7.16,29.00,-18.66
AEW07,59436000,2013-01-01T00:00,NA,NA,NA,92.98,6.55,30.08,-10.58
AEW07,59961600,2014-01-01T00:00,NA,NA,NA,94.02,8.28,29.69,-14.29
AEW07,60487200,2015-01-01T00:00,NA,NA,NA,88.73,8.11,30.52,-9.75
AEW08,57332160,2009-01-01T00:00,NA,NA,NA,NA,NA,NA,NA
AEW08,57857760,2010-01-01T00:00,NA,NA,NA,87.07,6.21,29.75,-14.73
AEW08,58383360,2011-01-01T00:00,NA,NA,NA,84.97,7.99,29.07,-11.94
AEW08,58908960,2012-01-01T00:00,NA,NA,NA,85.14,7.44,29.55,-18.85
AEW08,59436000,2013-01-01T00:00,NA,NA,NA,88.28,6.76,29.99,-10.92
AEW08,59961600,2014-01-01T00:00,NA,NA,NA,85.78,8.47,30.63,-14.87
AEW08,60487200,2015-01-01T00:00,NA,NA,NA,82.44,8.30,31.82,-10.22
AEW09,57332160,2009-01-01T00:00,NA,NA,NA,NA,NA,NA,NA
AEW09,57857760,2010-01-01T00:00,NA,NA,NA,89.01,6.32,30.29,-15.08
AEW09,58383360,2011-01-01T00:00,NA,NA,NA,88.44,8.03,29.91,-14.35
AEW09,58908960,2012-01-01T00:00,NA,NA,NA,87.29,7.51,30.35,-18.89
AEW09,59436000,2013-01-01T00:00,NA,NA,NA,90.43,6.86,30.72,-11.95
AEW09,59961600,2014-01-01T00:00,NA,NA,NA,88.05,8.56,30.61,-15.55
AEW09,60487200,2015-01-01T00:00,NA,NA,NA,85.44,8.29,31.82,-12.78
AEW10,57332160,2009-01-01T00:00,NA,NA,NA,NA,NA,NA,NA
AEW10,57857760,2010-01-01T00:00,NA,NA,NA,90.44,5.46,30.08,-16.60
AEW10,58383360,2011-01-01T00:00,NA,NA,NA,89.64,6.99,29.04,-16.05
AEW10,58908960,2012-01-01T00:00,NA,NA,NA,89.20,6.62,29.95,-21.87
AEW10,59436000,2013-01-01T00:00,NA,NA,NA,92.27,6.15,30.43,-13.81
AEW10,59961600,2014-01-01T00:00,NA,NA,NA,91.15,7.67,30.68,-17.63
AEW10,60487200,2015-01-01T00:00,NA,NA,NA,89.79,7.29,31.93,-17.23
AEW11,57332160,2009-01-01T00:00,NA,NA,NA,NA,NA,NA,NA
AEW11,57857760,2010-01-01T00:00,NA,NA,NA,88.26,5.59,29.05,-14.86
AEW11,58383360,2011-01-01T00:00,NA,NA,NA,86.87,7.52,26.96,-13.03
AEW11,58908960,2012-01-01T00:00,NA,NA,NA,89.84,6.80,28.13,-17.62
AEW11,59436000,2013-01-01T00:00,NA,NA,NA,93.20,6.26,28.93,-10.84
AEW11,59961600,2014-01-01T00:00,NA,NA,NA,90.86,8.04,29.30,-14.25
AEW11,60487200,2015-01-01T00:00,NA,NA,NA,89.47,7.73,30.38,-10.37
AEW12,57332160,2009-01-01T00:00,NA,NA,NA,NA,NA,NA,NA
AEW12,57857760,2010-01-01T00:00,NA,NA,NA,91.38,5.56,30.62,-17.96
AEW12,58383360,2011-01-01T00:00,NA,NA,NA,91.40,7.15,28.96,-14.94
AEW12,58908960,2012-01-01T00:00,NA,NA,NA,92.32,6.67,29.96,-20.96
AEW12,59436000,2013-01-01T00:00,NA,NA,NA,95.85,6.14,30.68,-12.96
AEW12,59961600,2014-01-01T00:00,NA,NA,NA,93.45,7.77,30.83,-17.37
AEW12,60487200,2015-01-01T00:00,NA,NA,NA,91.00,7.33,32.30,-15.43
AEW13,57332160,2009-01-01T00:00,NA,NA,NA,NA,NA,NA,NA
AEW13,57857760,2010-01-01T00:00,NA,NA,NA,89.00,5.58,30.12,-16.15
AEW13,58383360,2011-01-01T00:00,NA,NA,NA,88.10,7.17,28.97,-15.80
AEW13,58908960,2012-01-01T00:00,NA,NA,NA,88.60,6.73,29.67,-20.91
AEW13,59436000,2013-01-01T00:00,NA,NA,NA,97.69,6.26,30.60,-12.73
AEW13,59961600,2014-01-01T00:00,NA,NA,NA,94.43,7.87,30.80,-17.26
AEW13,60487200,2015-01-01T00:00,NA,NA,NA,87.72,7.49,32.17,-16.25
AEW14,57332160,2009-01-01T00:00,NA,NA,NA,NA,NA,NA,NA
AEW14,57857760,2010-01-01T00:00,NA,NA,NA,93.62,5.29,29.63,-20.89
AEW14,58383360,2011-01-01T00:00,NA,NA,NA,93.37,6.76,27.27,-19.69
AEW14,58908960,2012-01-01T00:00,NA,NA,NA,93.18,6.31,26.53,-21.95
AEW14,59436000,2013-01-01T00:00,NA,NA,NA,93.42,6.02,30.32,-18.87
AEW14,59961600,2014-01-01T00:00,NA,NA,NA,92.52,7.65,30.93,-22.07
AEW14,60487200,2015-01-01T00:00,NA,NA,NA,90.12,7.06,31.66,-19.99
AEW15,57332160,2009-01-01T00:00,NA,NA,NA,NA,NA,NA,NA
AEW15,57857760,2010-01-01T00:00,NA,NA,NA,97.49,5.93,29.48,-15.47
AEW15,58383360,2011-01-01T00:00,NA,NA,NA,98.82,7.69,28.60,-14.23
AEW15,58908960,2012-01-01T00:00,NA,NA,NA,99.27,7.15,29.72,-19.60
AEW15,59436000,2013-01-01T00:00,NA,NA,NA,95.83,6.51,29.36,-11.94
AEW15,59961600,2014-01-01T00:00,NA,NA,NA,89.19,8.39,30.02,-20.16
AEW15,60487200,2015-01-01T00:00,NA,NA,NA,86.96,7.99,32.88,-18.46
AEW16,57332160,2009-01-01T00:00,NA,NA,NA,NA,NA,NA,NA
AEW16,57857760,2010-01-01T00:00,NA,NA,NA,85.54,6.41,30.97,-14.04
AEW16,58383360,2011-01-01T00:00,NA,NA,NA,85.29,8.28,29.67,-11.30
AEW16,58908960,2012-01-01T00:00,NA,NA,NA,85.27,7.63,30.27,-18.50
AEW16,59436000,2013-01-01T00:00,NA,NA,NA,88.04,6.95,31.08,-10.26
AEW16,59961600,2014-01-01T00:00,NA,NA,NA,85.50,8.79,31.45,-14.19
AEW16,60487200,2015-01-01T00:00,NA,NA,NA,83.24,8.60,32.36,-10.06
AEW17,57332160,2009-01-01T00:00,NA,NA,NA,NA,NA,NA,NA
AEW17,57857760,2010-01-01T00:00,NA,NA,NA,89.71,5.69,27.97,-13.68
AEW17,58383360,2011-01-01T00:00,NA,NA,NA,88.67,7.60,26.66,-11.75
AEW17,58908960,2012-01-01T00:00,NA,NA,NA,90.06,6.86,28.21,-19.43
AEW17,59436000,2013-01-01T00:00,NA,NA,NA,92.18,6.28,28.90,-11.81
AEW17,59961600,2014-01-01T00:00,NA,NA,NA,89.81,8.04,28.52,-13.38
AEW17,60487200,2015-01-01T00:00,NA,NA,NA,85.81,7.87,29.52,-11.01
AEW18,57332160,2009-01-01T00:00,NA,NA,NA,NA,NA,NA,NA
AEW18,57857760,2010-01-01T00:00,NA,NA,NA,87.50,6.01,29.77,-16.55
AEW18,58383360,2011-01-01T00:00,NA,NA,NA,87.90,7.65,28.08,-14.50
AEW18,58908960,2012-01-01T00:00,NA,NA,NA,89.42,7.02,28.48,-19.56
AEW18,59436000,2013-01-01T00:00,NA,NA,NA,92.08,6.49,29.02,-11.80
AEW18,59961600,2014-01-01T00:00,NA,NA,NA,90.58,8.13,29.28,-16.69
AEW18,60487200,2015-01-01T00:00,NA,NA,NA,89.09,7.78,30.27,-12.69
AEW19,57332160,2009-01-01T00:00,NA,NA,NA,NA,NA,NA,NA
AEW19,57857760,2010-01-01T00:00,NA,NA,NA,NA,6.86,29.75,-13.33
AEW19,58383360,2011-01-01T00:00,NA,NA,NA,NA,8.67,28.48,-11.17
AEW19,58908960,2012-01-01T00:00,NA,NA,NA,NA,8.00,29.53,-16.97
AEW19,59436000,2013-01-01T00:00,NA,NA,NA,93.83,7.44,31.01,-10.29
AEW19,59961600,2014-01-01T00:00,NA,NA,NA,84.64,9.10,31.72,-12.81
AEW19,60487200,2015-01-01T00:00,NA,NA,NA,81.64,8.95,32.68,-8.41
AEW20,57332160,2009-01-01T00:00,NA,NA,NA,NA,NA,NA,NA
AEW20,57857760,2010-01-01T00:00,NA,NA,NA,82.37,5.68,27.54,-15.49
AEW20,58383360,2011-01-01T00:00,NA,NA,NA,77.54,7.34,25.64,-13.70
AEW20,58908960,2012-01-01T00:00,NA,NA,NA,77.70,6.80,28.04,-19.58
AEW20,59436000,2013-01-01T00:00,NA,NA,NA,79.93,6.23,26.76,-11.76
AEW20,59961600,2014-01-01T00:00,NA,NA,NA,77.82,7.94,28.11,-15.77
AEW20,60487200,2015-01-01T00:00,NA,NA,NA,81.86,7.77,29.75,-12.30
AEW21,57332160,2009-01-01T00:00,NA,NA,NA,NA,NA,NA,NA
AEW21,57857760,2010-01-01T00:00,NA,NA,NA,90.64,6.42,29.45,-14.25
AEW21,58383360,2011-01-01T00:00,NA,NA,NA,91.12,8.33,28.37,-12.12
AEW21,58908960,2012-01-01T00:00,NA,NA,NA,91.65,7.61,29.11,-18.17
AEW21,59436000,2013-01-01T00:00,NA,NA,NA,92.95,7.01,29.62,-11.04
AEW21,59961600,2014-01-01T00:00,NA,NA,NA,90.03,8.89,29.34,-14.06
AEW21,60487200,2015-01-01T00:00,NA,NA,NA,87.74,8.66,31.67,-9.79
AEW22,57332160,2009-01-01T00:00,NA,NA,NA,NA,NA,NA,NA
AEW22,57857760,2010-01-01T00:00,NA,NA,NA,87.07,6.15,29.19,-13.26
AEW22,58383360,2011-01-01T00:00,NA,NA,NA,84.65,7.94,27.87,-11.18
AEW22,58908960,2012-01-01T00:00,NA,NA,NA,85.17,7.31,29.08,-17.90
AEW22,59436000,2013-01-01T00:00,NA,NA,NA,88.30,6.69,29.40,-10.47
AEW22,59961600,2014-01-01T00:00,NA,NA,NA,86.90,8.45,29.49,-13.58
AEW22,60487200,2015-01-01T00:00,NA,NA,NA,84.96,8.24,31.13,-9.96
AEW23,57332160,2009-01-01T00:00,NA,NA,NA,NA,NA,NA,NA
AEW23,57857760,2010-01-01T00:00,NA,NA,NA,86.13,6.15,29.78,-13.78
AEW23,58383360,2011-01-01T00:00,NA,NA,NA,86.33,7.92,28.78,-11.71
AEW23,58908960,2012-01-01T00:00,NA,NA,NA,91.75,7.38,29.09,-19.12
AEW23,59436000,2013-01-01T00:00,NA,NA,NA,94.25,6.83,30.66,-11.16
AEW23,59961600,2014-01-01T00:00,NA,NA,NA,90.08,8.47,30.28,-14.71
AEW23,60487200,2015-01-01T00:00,NA,NA,NA,87.04,8.29,31.86,-10.05
AEW24,57332160,2009-01-01T00:00,NA,NA,NA,NA,NA,NA,NA
AEW24,57857760,2010-01-01T00:00,NA,NA,NA,NA,6.47,29.42,-14.29
AEW24,58383360,2011-01-01T00:00,NA,NA,NA,NA,8.34,28.52,-12.18
AEW24,58908960,2012-01-01T00:00,NA,NA,NA,NA,7.64,29.34,-18.51
AEW24,59436000,2013-01-01T00:00,NA,NA,NA,NA,6.99,29.36,-10.65
AEW24,59961600,2014-01-01T00:00,NA,NA,NA,NA,8.69,29.63,-14.04
AEW24,60487200,2015-01-01T00:00,NA,NA,NA,NA,7.99,30.63,-17.33
AEW25,57332160,2009-01-01T00:00,NA,NA,NA,NA,NA,NA,NA
AEW25,57857760,2010-01-01T00:00,NA,NA,NA,86.04,6.58,30.29,-15.06
AEW25,58383360,2011-01-01T00:00,NA,NA,NA,84.91,8.41,28.58,-12.89
AEW25,58908960,2012-01-01T00:00,NA,NA,NA,85.82,7.78,29.83,-18.14
AEW25,59436000,2013-01-01T00:00,NA,NA,NA,88.54,7.22,29.36,-12.22
AEW25,59961600,2014-01-01T00:00,NA,NA,NA,87.20,8.98,29.85,-15.18
AEW25,60487200,2015-01-01T00:00,NA,NA,NA,83.98,8.73,31.87,-10.14
AEW26,57332160,2009-01-01T00:00,NA,NA,NA,NA,NA,NA,NA
AEW26,57857760,2010-01-01T00:00,NA,NA,NA,88.94,5.99,28.43,-16.66
AEW26,58383360,2011-01-01T00:00,NA,NA,NA,90.03,7.64,26.02,-15.02
AEW26,58908960,2012-01-01T00:00,NA,NA,NA,93.41,7.04,29.73,-18.76
AEW26,59436000,2013-01-01T00:00,NA,NA,NA,96.37,6.46,29.76,-12.00
AEW26,59961600,2014-01-01T00:00,NA,NA,NA,94.57,8.26,28.71,-18.12
AEW26,60487200,2015-01-01T00:00,NA,NA,NA,84.94,7.98,31.39,-12.44
AEW27,57332160,2009-01-01T00:00,NA,NA,NA,NA,NA,NA,NA
AEW27,57857760,2010-01-01T00:00,NA,NA,NA,87.66,5.86,29.06,-15.20
AEW27,58383360,2011-01-01T00:00,NA,NA,NA,91.58,7.61,28.60,-12.46
AEW27,58908960,2012-01-01T00:00,NA,NA,NA,96.76,7.00,29.73,-19.85
AEW27,59436000,2013-01-01T00:00,NA,NA,NA,96.64,6.44,29.76,-12.00
AEW27,59961600,2014-01-01T00:00,NA,NA,NA,96.27,8.16,28.71,-15.00
AEW27,60487200,2015-01-01T00:00,NA,NA,NA,82.97,8.18,32.16,-10.50
AEW28,57332160,2009-01-01T00:00,NA,NA,NA,NA,NA,NA,NA
AEW28,57857760,2010-01-01T00:00,NA,NA,NA,86.55,6.35,29.23,-14.05
AEW28,58383360,2011-01-01T00:00,NA,NA,NA,86.32,8.33,28.04,-12.01
AEW28,58908960,2012-01-01T00:00,NA,NA,NA,88.07,7.62,29.06,-17.72
AEW28,59436000,2013-01-01T00:00,NA,NA,NA,90.28,6.96,29.58,-11.34
AEW28,59961600,2014-01-01T00:00,NA,NA,NA,88.05,8.72,29.65,-13.19
AEW28,60487200,2015-01-01T00:00,NA,NA,NA,83.50,8.58,31.12,-9.01
AEW29,57332160,2009-01-01T00:00,NA,NA,NA,NA,NA,NA,NA
AEW29,57857760,2010-01-01T00:00,NA,NA,NA,88.91,5.94,29.49,-15.31
AEW29,58383360,2011-01-01T00:00,NA,NA,NA,87.12,7.77,28.99,-12.81
AEW29,58908960,2012-01-01T00:00,NA,NA,NA,88.98,7.16,29.12,-19.25
AEW29,59436000,2013-01-01T00:00,NA,NA,NA,97.40,6.61,29.74,-10.89
AEW29,59961600,2014-01-01T00:00,NA,NA,NA,95.11,8.38,30.47,-15.88
AEW29,60487200,2015-01-01T00:00,NA,NA,NA,85.34,7.98,32.01,-11.20
AEW30,57332160,2009-01-01T00:00,NA,NA,NA,NA,NA,NA,NA
AEW30,57857760,2010-01-01T00:00,NA,NA,NA,88.10,5.41,29.67,-17.75
AEW30,58383360,2011-01-01T00:00,NA,NA,NA,87.43,6.99,28.68,-16.78
AEW30,58908960,2012-01-01T00:00,NA,NA,NA,87.65,6.48,29.14,-22.13
AEW30,59436000,2013-01-01T00:00,NA,NA,NA,91.21,6.00,29.22,-13.95
AEW30,59961600,2014-01-01T00:00,NA,NA,NA,89.36,7.60,30.16,-18.57
AEW30,60487200,2015-01-01T00:00,NA,NA,NA,87.17,7.15,31.16,-16.54
AEW31,57332160,2009-01-01T00:00,NA,NA,NA,NA,NA,NA,NA
AEW31,57857760,2010-01-01T00:00,NA,NA,NA,91.41,5.59,29.03,-16.54
AEW31,58383360,2011-01-01T00:00,NA,NA,NA,92.45,7.20,28.62,-13.66
AEW31,58908960,2012-01-01T00:00,NA,NA,NA,93.77,6.68,29.33,-19.37
AEW31,59436000,2013-01-01T00:00,NA,NA,NA,94.71,6.18,29.79,-11.24
AEW31,59961600,2014-01-01T00:00,NA,NA,NA,94.10,7.84,30.06,-16.12
AEW31,60487200,2015-01-01T00:00,NA,NA,NA,89.14,7.55,31.27,-12.80
AEW32,57332160,2009-01-01T00:00,NA,NA,NA,NA,NA,NA,NA
AEW32,57857760,2010-01-01T00:00,NA,NA,NA,NA,6.11,30.73,-15.70
AEW32,58383360,2011-01-01T00:00,NA,NA,NA,NA,7.80,29.40,-14.86
AEW32,58908960,2012-01-01T00:00,NA,NA,NA,NA,7.21,30.00,-20.25
AEW32,59436000,2013-01-01T00:00,NA,NA,NA,NA,6.72,30.65,-12.43
AEW32,59961600,2014-01-01T00:00,NA,NA,NA,NA,8.33,31.15,-17.12
AEW32,60487200,2015-01-01T00:00,NA,NA,NA,NA,7.88,32.09,-15.26
AEW33,57332160,2009-01-01T00:00,NA,NA,NA,NA,NA,NA,NA
AEW33,57857760,2010-01-01T00:00,NA,NA,NA,89.07,5.65,29.95,-14.87
AEW33,58383360,2011-01-01T00:00,NA,NA,NA,87.67,6.27,26.76,-12.94
AEW33,58908960,2012-01-01T00:00,NA,NA,NA,89.47,6.82,28.99,-18.00
AEW33,59436000,2013-01-01T00:00,NA,NA,NA,92.90,6.22,30.35,-10.92
AEW33,59961600,2014-01-01T00:00,NA,NA,NA,90.74,5.86,28.07,-14.65
AEW33,60487200,2015-01-01T00:00,NA,NA,NA,85.48,6.72,30.27,-10.36
AEW34,57332160,2009-01-01T00:00,NA,NA,NA,NA,NA,NA,NA
AEW34,57857760,2010-01-01T00:00,NA,NA,NA,88.03,5.65,29.79,-14.56
AEW34,58383360,2011-01-01T00:00,NA,NA,NA,87.43,7.33,29.85,-12.86
AEW34,58908960,2012-01-01T00:00,NA,NA,NA,88.97,6.82,28.68,-18.76
AEW34,59436000,2013-01-01T00:00,NA,NA,NA,94.30,6.21,30.71,-10.65
AEW34,59961600,2014-01-01T00:00,NA,NA,NA,92.74,7.92,30.17,-14.88
AEW34,60487200,2015-01-01T00:00,NA,NA,NA,90.42,7.69,31.84,-10.22
AEW35,57332160,2009-01-01T00:00,NA,NA,NA,NA,NA,NA,NA
AEW35,57857760,2010-01-01T00:00,NA,NA,NA,84.17,6.65,31.25,-14.99
AEW35,58383360,2011-01-01T00:00,NA,NA,NA,84.04,8.47,29.83,-12.86
AEW35,58908960,2012-01-01T00:00,NA,NA,NA,87.02,7.76,30.92,-19.33
AEW35,59436000,2013-01-01T00:00,NA,NA,NA,89.58,7.15,31.35,-11.97
AEW35,59961600,2014-01-01T00:00,NA,NA,NA,87.31,8.84,30.14,-14.92
AEW35,60487200,2015-01-01T00:00,NA,NA,NA,84.20,8.63,32.39,-9.86
AEW36,57332160,2009-01-01T00:00,NA,NA,NA,NA,NA,NA,NA
AEW36,57857760,2010-01-01T00:00,NA,NA,NA,88.20,5.65,29.67,-17.04
AEW36,58383360,2011-01-01T00:00,NA,NA,NA,85.89,7.42,27.53,-13.87
AEW36,58908960,2012-01-01T00:00,NA,NA,NA,86.06,6.82,30.29,-20.12
AEW36,59436000,2013-01-01T00:00,NA,NA,NA,88.81,6.29,29.68,-12.23
AEW36,59961600,2014-01-01T00:00,NA,NA,NA,86.94,7.99,29.69,-16.97
AEW36,60487200,2015-01-01T00:00,NA,NA,NA,84.62,7.64,31.31,-12.19
AEW37,57332160,2009-01-01T00:00,NA,NA,NA,NA,NA,NA,NA
AEW37,57857760,2010-01-01T00:00,NA,NA,NA,NA,5.32,29.28,-15.11
