plotID,timestamp,datetime,P_RT_NRT,P_RT_NRT_01,P_RT_NRT_02,rH_200,Ta_200,Ta_200_max,Ta_200_min
AEG40,60704640,2015-06-01T00:00,NA,NA,NA,100.00,14.70,27.33,6.06
AEG40,60747840,2015-07-01T00:00,NA,NA,NA,NA,18.67,31.39,6.13
AEG40,60792480,2015-08-01T00:00,NA,NA,NA,NA,17.91,31.67,7.72
AEG40,60837120,2015-09-01T00:00,NA,NA,NA,NA,11.00,24.60,2.99
AEG40,60880320,2015-10-01T00:00,NA,NA,NA,90.94,6.93,20.18,-1.73
AEG40,60924960,2015-11-01T00:00,NA,NA,NA,82.12,6.00,18.02,-7.75
AEG40,60968160,2015-12-01T00:00,NA,NA,NA,90.90,3.78,13.46,-3.67
AEG41,57332160,2009-01-01T00:00,NA,NA,NA,NA,NA,NA,NA
AEG41,57376800,2009-02-01T00:00,NA,NA,NA,84.26,-2.39,8.84,-21.97
AEG41,57417120,2009-03-01T00:00,NA,NA,NA,81.06,1.12,10.45,-10.14
AEG41,57461760,2009-04-01T00:00,NA,NA,NA,70.58,8.86,21.40,-3.13
AEG41,57504960,2009-05-01T00:00,NA,NA,NA,80.02,12.23,27.99,-3.98
AEG41,57549600,2009-06-01T00:00,NA,NA,NA,80.53,13.35,26.48,0.40
AEG41,57592800,2009-07-01T00:00,NA,NA,NA,79.99,15.75,28.39,3.13
AEG41,57637440,2009-08-01T00:00,NA,NA,NA,80.66,16.21,32.29,0.63
AEG41,57682080,2009-09-01T00:00,NA,NA,NA,85.78,12.47,28.93,1.46
AEG41,57725280,2009-10-01T00:00,NA,NA,NA,90.28,6.08,23.98,-4.18
AEG41,57769920,2009-11-01T00:00,NA,NA,NA,92.20,3.80,15.30,-4.97
AEG41,57813120,2009-12-01T00:00,NA,NA,NA,91.01,-1.91,8.22,-24.68
AEG41,57857760,2010-01-01T00:00,NA,NA,NA,92.55,-4.51,4.40,-13.76
AEG41,57902400,2010-02-01T00:00,NA,NA,NA,85.68,-1.72,11.10,-13.50
AEG41,57942720,2010-03-01T00:00,NA,NA,NA,77.16,1.49,19.64,-16.26
AEG41,57987360,2010-04-01T00:00,NA,NA,NA,72.89,6.23,24.37,-5.73
AEG41,58030560,2010-05-01T00:00,NA,NA,NA,87.44,8.74,24.59,-1.23
AEG41,58075200,2010-06-01T00:00,NA,NA,NA,80.15,14.45,29.21,1.22
AEG41,58118400,2010-07-01T00:00,NA,NA,NA,78.83,17.40,31.92,3.65
AEG41,58163040,2010-08-01T00:00,NA,NA,NA,85.62,14.31,28.07,2.97
AEG41,58207680,2010-09-01T00:00,NA,NA,NA,86.15,9.69,22.70,-1.36
AEG41,58250880,2010-10-01T00:00,NA,NA,NA,90.23,5.87,20.78,-7.28
AEG41,58295520,2010-11-01T00:00,NA,NA,NA,92.35,2.76,18.53,-15.17
AEG41,58338720,2010-12-01T00:00,NA,NA,NA,95.00,-4.08,6.90,-18.35
AEG41,58383360,2011-01-01T00:00,NA,NA,NA,94.35,-2.00,10.10,-16.00
AEG41,58428000,2011-02-01T00:00,NA,NA,NA,90.98,-0.64,14.97,-18.18
AEG41,58468320,2011-03-01T00:00,NA,NA,NA,77.29,3.26,17.37,-7.76
AEG41,58512960,2011-04-01T00:00,NA,NA,NA,74.19,8.78,22.42,-3.85
AEG41,58556160,2011-05-01T00:00,NA,NA,NA,73.69,11.68,27.74,-4.17
AEG41,58600800,2011-06-01T00:00,NA,NA,NA,82.31,14.39,29.36,4.01
AEG41,58644000,2011-07-01T00:00,NA,NA,NA,83.65,13.68,28.27,0.72
AEG41,58688640,2011-08-01T00:00,NA,NA,NA,82.93,16.23,31.38,1.96
AEG41,58733280,2011-09-01T00:00,NA,NA,NA,86.65,12.98,26.96,0.76
AEG41,58776480,2011-10-01T00:00,NA,NA,NA,87.94,6.73,23.28,-5.56
AEG41,58821120,2011-11-01T00:00,NA,NA,NA,96.06,2.25,17.84,-6.12
AEG41,58864320,2011-12-01T00:00,NA,NA,NA,94.98,1.41,11.26,-10.07
AEG41,58908960,2012-01-01T00:00,NA,NA,NA,95.24,-0.41,8.08,-11.82
AEG41,58953600,2012-02-01T00:00,NA,NA,NA,83.14,-6.20,11.77,-23.75
AEG41,58995360,2012-03-01T00:00,NA,NA,NA,82.63,4.47,20.12,-6.25
AEG41,59040000,2012-04-01T00:00,NA,NA,NA,80.38,6.07,27.52,-6.77
AEG41,59083200,2012-05-01T00:00,NA,NA,NA,75.03,12.08,27.94,-3.94
AEG41,59127840,2012-06-01T00:00,NA,NA,NA,80.69,15.02,30.90,3.34
AEG41,59171040,2012-07-01T00:00,NA,NA,NA,83.45,15.37,30.77,2.06
AEG41,59215680,2012-08-01T00:00,NA,NA,NA,80.69,16.61,32.78,4.71
AEG41,59260320,2012-09-01T00:00,NA,NA,NA,85.95,11.29,27.23,-2.57
AEG41,59303520,2012-10-01T00:00,NA,NA,NA,92.91,6.58,24.19,-5.99
AEG41,59348160,2012-11-01T00:00,NA,NA,NA,97.39,3.35,14.93,-10.04
AEG41,59391360,2012-12-01T00:00,NA,NA,NA,95.36,-1.27,14.45,-20.95
AEG41,59436000,2013-01-01T00:00,NA,NA,NA,95.56,-1.31,11.08,-10.70
AEG41,59480640,2013-02-01T00:00,NA,NA,NA,92.15,-3.47,6.24,-14.74
AEG41,59520960,2013-03-01T00:00,NA,NA,NA,86.75,-0.67,16.22,-15.94
AEG41,59565600,2013-04-01T00:00,NA,NA,NA,86.22,6.34,22.83,-5.46
AEG41,59608800,2013-05-01T00:00,NA,NA,NA,88.54,8.79,20.83,-1.52
AEG41,59653440,2013-06-01T00:00,NA,NA,NA,82.54,13.65,32.56,1.59
AEG41,59696640,2013-07-01T00:00,NA,NA,NA,76.16,17.41,33.53,3.61
AEG41,59741280,2013-08-01T00:00,NA,NA,NA,83.11,15.27,32.21,3.58
AEG41,59785920,2013-09-01T00:00,NA,NA,NA,89.31,11.53,26.56,1.32
AEG41,59829120,2013-10-01T00:00,NA,NA,NA,91.30,8.42,20.78,-4.05
AEG41,59873760,2013-11-01T00:00,NA,NA,NA,94.59,1.94,13.61,-11.44
AEG41,59916960,2013-12-01T00:00,NA,NA,NA,93.36,-0.29,10.01,-9.73
AEG41,59961600,2014-01-01T00:00,NA,NA,NA,95.65,0.69,11.86,-5.52
AEG41,60006240,2014-02-01T00:00,NA,NA,NA,87.62,1.49,11.55,-8.24
AEG41,60046560,2014-03-01T00:00,NA,NA,NA,78.01,4.33,18.68,-4.76
AEG41,60091200,2014-04-01T00:00,NA,NA,NA,78.68,8.14,19.70,-6.07
AEG41,60134400,2014-05-01T00:00,NA,NA,NA,80.28,10.08,26.45,-2.46
AEG41,60179040,2014-06-01T00:00,NA,NA,NA,74.31,14.48,32.51,0.12
AEG41,60222240,2014-07-01T00:00,NA,NA,NA,84.87,16.09,31.56,3.86
AEG41,60266880,2014-08-01T00:00,NA,NA,NA,86.68,13.54,26.03,1.29
AEG41,60311520,2014-09-01T00:00,NA,NA,NA,91.13,12.30,24.04,-0.85
AEG41,60354720,2014-10-01T00:00,NA,NA,NA,93.22,9.84,23.02,-0.25
AEG41,60399360,2014-11-01T00:00,NA,NA,NA,97.51,4.22,19.23,-1.55
AEG41,60442560,2014-12-01T00:00,NA,NA,NA,93.93,0.72,13.49,-20.73
AEG41,60487200,2015-01-01T00:00,NA,NA,NA,93.31,-0.53,12.90,-11.40
AEG41,60531840,2015-02-01T00:00,NA,NA,NA,90.20,-3.51,8.50,-19.21
AEG41,60572160,2015-03-01T00:00,NA,NA,NA,81.03,2.87,16.69,-7.56
AEG41,60616800,2015-04-01T00:00,NA,NA,NA,75.17,6.29,22.67,-6.40
AEG41,60660000,2015-05-01T00:00,NA,NA,NA,81.48,11.14,25.90,-2.38
AEG41,60704640,2015-06-01T00:00,NA,NA,NA,82.40,14.76,29.04,3.44
AEG41,60747840,2015-07-01T00:00,NA,NA,NA,70.04,18.74,33.77,1.95
AEG41,60792480,2015-08-01T00:00,NA,NA,NA,78.22,17.63,33.21,3.72
AEG41,60837120,2015-09-01T00:00,NA,NA,NA,82.90,10.35,24.18,-1.05
AEG41,60880320,2015-10-01T00:00,NA,NA,NA,92.76,6.64,19.85,-2.80
AEG41,60924960,2015-11-01T00:00,NA,NA,NA,87.51,4.61,18.30,-9.99
AEG41,60968160,2015-12-01T00:00,NA,NA,NA,96.71,1.29,12.29,-8.21
AEG42,57332160,2009-01-01T00:00,NA,NA,NA,NA,NA,NA,NA
AEG42,57376800,2009-02-01T00:00,NA,NA,NA,83.41,-1.61,9.34,-20.71
AEG42,57417120,2009-03-01T00:00,NA,NA,NA,80.17,1.81,10.91,-9.17
AEG42,57461760,2009-04-01T00:00,NA,NA,NA,69.49,9.38,21.59,-2.34
AEG42,57504960,2009-05-01T00:00,NA,NA,NA,79.98,12.66,28.51,-3.09
AEG42,57549600,2009-06-01T00:00,NA,NA,NA,80.33,13.72,26.11,2.09
AEG42,57592800,2009-07-01T00:00,NA,NA,NA,81.21,16.04,29.11,4.66
AEG42,57637440,2009-08-01T00:00,NA,NA,NA,82.24,16.64,30.41,2.66
AEG42,57682080,2009-09-01T00:00,NA,NA,NA,87.90,12.86,29.37,3.42
AEG42,57725280,2009-10-01T00:00,NA,NA,NA,90.90,6.57,24.33,-4.95
AEG42,57769920,2009-11-01T00:00,NA,NA,NA,91.43,4.54,15.05,-3.37
AEG42,57813120,2009-12-01T00:00,NA,NA,NA,91.92,-1.38,8.28,-22.12
AEG42,57857760,2010-01-01T00:00,NA,NA,NA,95.62,-4.24,4.09,-13.04
AEG42,57902400,2010-02-01T00:00,NA,NA,NA,87.23,-1.13,11.34,-11.22
AEG42,57942720,2010-03-01T00:00,NA,NA,NA,76.61,2.06,18.72,-12.85
AEG42,57987360,2010-04-01T00:00,NA,NA,NA,71.31,6.68,24.03,-4.31
AEG42,58030560,2010-05-01T00:00,NA,NA,NA,87.75,8.63,23.48,0.20
AEG42,58075200,2010-06-01T00:00,NA,NA,NA,80.18,14.52,28.53,2.60
AEG42,58118400,2010-07-01T00:00,NA,NA,NA,78.24,17.57,31.38,5.60
AEG42,58163040,2010-08-01T00:00,NA,NA,NA,86.21,14.39,27.22,4.30
AEG42,58207680,2010-09-01T00:00,NA,NA,NA,86.16,10.09,22.23,-0.96
AEG42,58250880,2010-10-01T00:00,NA,NA,NA,89.18,6.29,20.45,-5.90
AEG42,58295520,2010-11-01T00:00,NA,NA,NA,91.46,3.19,18.31,-13.55
AEG42,58338720,2010-12-01T00:00,NA,NA,NA,94.83,-3.42,6.98,-16.30
AEG42,58383360,2011-01-01T00:00,NA,NA,NA,93.69,-1.28,10.27,-14.55
AEG42,58428000,2011-02-01T00:00,NA,NA,NA,90.28,0.12,14.65,-15.95
AEG42,58468320,2011-03-01T00:00,NA,NA,NA,74.83,4.01,17.06,-6.53
AEG42,58512960,2011-04-01T00:00,NA,NA,NA,71.45,9.51,21.71,-2.69
AEG42,58556160,2011-05-01T00:00,NA,NA,NA,71.96,12.12,26.82,-2.69
AEG42,58600800,2011-06-01T00:00,NA,NA,NA,81.68,14.48,29.19,5.24
AEG42,58644000,2011-07-01T00:00,NA,NA,NA,82.99,13.85,27.64,2.93
AEG42,58688640,2011-08-01T00:00,NA,NA,NA,82.52,16.40,30.67,4.34
AEG42,58733280,2011-09-01T00:00,NA,NA,NA,86.00,13.49,26.35,3.03
AEG42,58776480,2011-10-01T00:00,NA,NA,NA,87.61,7.34,22.98,-3.81
AEG42,58821120,2011-11-01T00:00,NA,NA,NA,93.66,3.09,18.94,-5.06
AEG42,58864320,2011-12-01T00:00,NA,NA,NA,92.47,1.87,11.15,-8.68
AEG42,58908960,2012-01-01T00:00,NA,NA,NA,92.56,0.12,8.18,-9.61
AEG42,58953600,2012-02-01T00:00,NA,NA,NA,82.27,-5.34,11.79,-20.80
AEG42,58995360,2012-03-01T00:00,NA,NA,NA,79.32,5.33,20.54,-5.22
AEG42,59040000,2012-04-01T00:00,NA,NA,NA,78.54,6.56,26.53,-4.75
AEG42,59083200,2012-05-01T00:00,NA,NA,NA,74.06,12.53,27.01,-2.39
AEG42,59127840,2012-06-01T00:00,NA,NA,NA,81.12,15.31,30.43,4.62
AEG42,59171040,2012-07-01T00:00,NA,NA,NA,82.03,15.86,31.62,6.10
AEG42,59215680,2012-08-01T00:00,NA,NA,NA,79.08,17.11,31.92,5.59
AEG42,59260320,2012-09-01T00:00,NA,NA,NA,86.60,11.76,25.98,-1.18
AEG42,59303520,2012-10-01T00:00,NA,NA,NA,92.65,7.10,21.91,-5.61
AEG42,59348160,2012-11-01T00:00,NA,NA,NA,96.24,3.77,15.41,-11.09
AEG42,59391360,2012-12-01T00:00,NA,NA,NA,96.22,-0.66,13.92,-18.77
AEG42,59436000,2013-01-01T00:00,NA,NA,NA,96.83,-0.95,11.63,-9.35
AEG42,59480640,2013-02-01T00:00,NA,NA,NA,93.47,-3.21,6.42,-13.74
AEG42,59520960,2013-03-01T00:00,NA,NA,NA,86.61,-0.10,14.60,-13.07
AEG42,59565600,2013-04-01T00:00,NA,NA,NA,84.16,6.83,22.55,-5.59
AEG42,59608800,2013-05-01T00:00,NA,NA,NA,87.63,9.23,20.98,-1.05
AEG42,59653440,2013-06-01T00:00,NA,NA,NA,80.84,14.10,32.31,3.86
AEG42,59696640,2013-07-01T00:00,NA,NA,NA,74.04,18.03,32.98,5.71
AEG42,59741280,2013-08-01T00:00,NA,NA,NA,83.32,15.68,32.31,4.89
AEG42,59785920,2013-09-01T00:00,NA,NA,NA,89.27,11.99,26.61,2.62
AEG42,59829120,2013-10-01T00:00,NA,NA,NA,91.12,9.02,20.82,-2.60
AEG42,59873760,2013-11-01T00:00,NA,NA,NA,93.54,2.37,13.89,-11.37
AEG42,59916960,2013-12-01T00:00,NA,NA,NA,92.02,0.38,9.26,-8.34
AEG42,59961600,2014-01-01T00:00,NA,NA,NA,94.75,1.23,11.96,-5.21
AEG42,60006240,2014-02-01T00:00,NA,NA,NA,85.87,2.07,11.84,-6.39
AEG42,60046560,2014-03-01T00:00,NA,NA,NA,73.02,5.44,19.47,-4.40
AEG42,60091200,2014-04-01T00:00,NA,NA,NA,74.65,8.95,19.83,-3.36
AEG42,60134400,2014-05-01T00:00,NA,NA,NA,78.45,10.66,26.76,-0.83
AEG42,60179040,2014-06-01T00:00,NA,NA,NA,71.91,15.08,32.12,2.22
AEG42,60222240,2014-07-01T00:00,NA,NA,NA,83.46,16.60,31.12,4.96
AEG42,60266880,2014-08-01T00:00,NA,NA,NA,85.59,14.05,25.74,2.97
AEG42,60311520,2014-09-01T00:00,NA,NA,NA,91.81,12.79,24.33,1.58
AEG42,60354720,2014-10-01T00:00,NA,NA,NA,93.40,10.36,23.57,0.71
AEG42,60399360,2014-11-01T00:00,NA,NA,NA,97.44,4.74,18.90,-1.14
AEG42,60442560,2014-12-01T00:00,NA,NA,NA,92.49,1.29,12.09,-19.45
AEG42,60487200,2015-01-01T00:00,NA,NA,NA,92.32,0.08,12.24,-9.26
AEG42,60531840,2015-02-01T00:00,NA,NA,NA,91.02,-2.91,9.55,-16.86
AEG42,60572160,2015-03-01T00:00,NA,NA,NA,78.33,3.56,17.10,-6.19
AEG42,60616800,2015-04-01T00:00,NA,NA,NA,70.52,7.13,23.45,-5.27
AEG42,60660000,2015-05-01T00:00,NA,NA,NA,78.97,11.75,26.70,-0.49
AEG42,60704640,2015-06-01T00:00,NA,NA,NA,81.64,15.21,29.17,5.03
AEG42,60747840,2015-07-01T00:00,NA,NA,NA,68.92,19.21,34.41,3.67
AEG42,60792480,2015-08-01T00:00,NA,NA,NA,78.59,18.08,33.06,5.68
AEG42,60837120,2015-09-01T00:00,NA,NA,NA,84.20,10.79,24.63,0.78
AEG42,60880320,2015-10-01T00:00,NA,NA,NA,93.36,7.09,20.15,-2.54
AEG42,60924960,2015-11-01T00:00,NA,NA,NA,86.03,5.34,18.01,-9.83
AEG42,60968160,2015-12-01T00:00,NA,NA,NA,96.86,2.22,11.38,-6.12
AEG43,57332160,2009-01-01T00:00,NA,NA,NA,NA,-4.28,6.04,-15.18
AEG43,57376800,2009-02-01T00:00,NA,NA,NA,NA,-2.24,8.33,-14.95
AEG43,57417120,2009-03-01T00:00,NA,NA,NA,NA,0.96,9.13,-5.78
AEG43,57461760,2009-04-01T00:00,NA,NA,NA,NA,9.60,19.86,-1.37
AEG43,57504960,2009-05-01T00:00,NA,NA,NA,78.98,12.03,28.37,-4.67
AEG43,57549600,2009-06-01T00:00,NA,NA,NA,79.64,13.11,25.55,1.32
AEG43,57592800,2009-07-01T00:00,NA,NA,NA,80.00,15.56,27.80,3.70
AEG43,57637440,2009-08-01T00:00,NA,NA,NA,80.39,16.22,31.58,1.16
AEG43,57682080,2009-09-01T00:00,NA,NA,NA,85.91,12.40,28.59,2.10
AEG43,57725280,2009-10-01T00:00,NA,NA,NA,90.77,6.11,23.44,-5.75
AEG43,57769920,2009-11-01T00:00,NA,NA,NA,90.59,4.16,18.88,-4.08
AEG43,57813120,2009-12-01T00:00,NA,NA,NA,92.73,-2.20,7.15,-26.51
AEG43,57857760,2010-01-01T00:00,NA,NA,NA,95.95,-4.93,6.12,-16.89
AEG43,57902400,2010-02-01T00:00,NA,NA,NA,86.82,-1.74,10.60,-13.72
AEG43,57942720,2010-03-01T00:00,NA,NA,NA,77.71,1.42,18.93,-18.05
AEG43,57987360,2010-04-01T00:00,NA,NA,NA,72.88,6.31,23.84,-7.53
AEG43,58030560,2010-05-01T00:00,NA,NA,NA,89.85,8.51,23.91,-1.16
AEG43,58075200,2010-06-01T00:00,NA,NA,NA,83.23,14.09,28.53,1.96
AEG43,58118400,2010-07-01T00:00,NA,NA,NA,81.87,17.00,30.57,3.94
AEG43,58163040,2010-08-01T00:00,NA,NA,NA,86.92,13.84,25.68,4.22
AEG43,58207680,2010-09-01T00:00,NA,NA,NA,87.46,9.53,21.79,-2.32
AEG43,58250880,2010-10-01T00:00,NA,NA,NA,88.92,5.84,19.95,-7.45
AEG43,58295520,2010-11-01T00:00,NA,NA,NA,91.69,2.63,18.09,-17.98
AEG43,58338720,2010-12-01T00:00,NA,NA,NA,96.46,-4.16,7.65,-19.63
AEG43,58383360,2011-01-01T00:00,NA,NA,NA,95.88,-1.96,10.69,-18.67
AEG43,58428000,2011-02-01T00:00,NA,NA,NA,91.62,-0.72,13.86,-19.46
AEG43,58468320,2011-03-01T00:00,NA,NA,NA,74.24,3.22,16.40,-8.09
AEG43,58512960,2011-04-01T00:00,NA,NA,NA,71.74,8.83,21.76,-4.29
AEG43,58556160,2011-05-01T00:00,NA,NA,NA,73.36,11.50,26.43,-4.73
AEG43,58600800,2011-06-01T00:00,NA,NA,NA,85.33,13.99,28.59,3.69
AEG43,58644000,2011-07-01T00:00,NA,NA,NA,85.48,13.35,27.58,0.72
AEG43,58688640,2011-08-01T00:00,NA,NA,NA,84.84,16.05,31.30,3.21
AEG43,58733280,2011-09-01T00:00,NA,NA,NA,88.08,13.05,26.10,1.37
AEG43,58776480,2011-10-01T00:00,NA,NA,NA,91.05,6.57,22.80,-5.54
AEG43,58821120,2011-11-01T00:00,NA,NA,NA,94.46,2.13,17.62,-8.78
AEG43,58864320,2011-12-01T00:00,NA,NA,NA,94.40,1.17,10.26,-13.02
AEG43,58908960,2012-01-01T00:00,NA,NA,NA,94.49,-0.98,7.28,-12.72
AEG43,58953600,2012-02-01T00:00,NA,NA,NA,83.78,-6.39,11.12,-22.77
AEG43,58995360,2012-03-01T00:00,NA,NA,NA,80.82,4.35,19.02,-9.48
AEG43,59040000,2012-04-01T00:00,NA,NA,NA,78.31,5.91,26.59,-7.20
AEG43,59083200,2012-05-01T00:00,NA,NA,NA,77.26,11.74,26.79,-3.22
AEG43,59127840,2012-06-01T00:00,NA,NA,NA,83.27,14.51,29.10,3.34
AEG43,59171040,2012-07-01T00:00,NA,NA,NA,82.91,15.29,30.74,4.52
AEG43,59215680,2012-08-01T00:00,NA,NA,NA,79.03,16.64,31.75,4.83
AEG43,59260320,2012-09-01T00:00,NA,NA,NA,86.56,11.19,26.39,-2.14
AEG43,59303520,2012-10-01T00:00,NA,NA,NA,92.17,6.75,24.96,-11.14
AEG43,59348160,2012-11-01T00:00,NA,NA,NA,96.05,3.22,13.97,-15.00
AEG43,59391360,2012-12-01T00:00,NA,NA,NA,92.69,-1.23,13.26,-22.08
AEG43,59436000,2013-01-01T00:00,NA,NA,NA,96.00,-1.67,9.99,-11.13
AEG43,59480640,2013-02-01T00:00,NA,NA,NA,92.12,-3.95,6.03,-19.91
AEG43,59520960,2013-03-01T00:00,NA,NA,NA,85.00,-0.69,16.40,-16.12
AEG43,59565600,2013-04-01T00:00,NA,NA,NA,82.68,6.15,22.02,-6.81
AEG43,59608800,2013-05-01T00:00,NA,NA,NA,87.19,8.74,20.26,-2.05
AEG43,59653440,2013-06-01T00:00,NA,NA,NA,83.13,13.43,31.63,0.88
AEG43,59696640,2013-07-01T00:00,NA,NA,NA,74.82,17.42,32.32,4.44
AEG43,59741280,2013-08-01T00:00,NA,NA,NA,82.75,15.20,31.24,3.73
AEG43,59785920,2013-09-01T00:00,NA,NA,NA,89.26,11.45,27.26,1.19
AEG43,59829120,2013-10-01T00:00,NA,NA,NA,90.99,8.50,20.84,-2.77
AEG43,59873760,2013-11-01T00:00,NA,NA,NA,94.65,1.73,13.24,-13.33
AEG43,59916960,2013-12-01T00:00,NA,NA,NA,90.00,0.08,12.62,-10.04
AEG43,59961600,2014-01-01T00:00,NA,NA,NA,94.99,0.61,11.52,-7.56
AEG43,60006240,2014-02-01T00:00,NA,NA,NA,84.92,1.47,11.49,-9.93
AEG43,60046560,2014-03-01T00:00,NA,NA,NA,71.49,4.91,18.60,-4.50
AEG43,60091200,2014-04-01T00:00,NA,NA,NA,74.27,8.31,20.13,-5.94
AEG43,60134400,2014-05-01T00:00,NA,NA,NA,77.82,9.97,25.76,-2.71
AEG43,60179040,2014-06-01T00:00,NA,NA,NA,72.37,14.22,32.52,0.08
AEG43,60222240,2014-07-01T00:00,NA,NA,NA,NA,15.70,30.59,3.39
AEG43,60266880,2014-08-01T00:00,NA,NA,NA,NA,13.12,24.95,1.01
AEG43,60311520,2014-09-01T00:00,NA,NA,NA,NA,12.05,22.70,0.01
AEG43,60354720,2014-10-01T00:00,NA,NA,NA,NA,9.73,22.30,1.57
AEG43,60399360,2014-11-01T00:00,NA,NA,NA,NA,5.17,17.87,-1.99
AEG43,60442560,2014-12-01T00:00,NA,NA,NA,NA,1.95,13.61,-17.00
AEG43,60487200,2015-01-01T00:00,NA,NA,NA,NA,-0.54,11.61,-6.99
AEG43,60531840,2015-02-01T00:00,NA,NA,NA,60.00,-2.41,14.11,-12.02
AEG43,60572160,2015-03-01T00:00,NA,NA,NA,60.00,7.00,14.10,-4.69
AEG43,60616800,2015-04-01T00:00,NA,NA,NA,60.00,9.79,14.11,-4.37
AEG43,60660000,2015-05-01T00:00,NA,NA,NA,60.00,13.50,24.58,1.14
AEG43,60704640,2015-06-01T00:00,NA,NA,NA,60.00,14.21,27.35,12.87
AEG43,60747840,2015-07-01T00:00,NA,NA,NA,60.00,16.55,31.39,12.88
AEG43,60792480,2015-08-01T00:00,NA,NA,NA,60.31,15.91,31.68,12.93
AEG43,60837120,2015-09-01T00:00,NA,NA,NA,81.08,10.55,22.52,1.89
AEG43,60880320,2015-10-01T00:00,NA,NA,NA,95.01,6.33,18.58,-1.99
AEG43,60924960,2015-11-01T00:00,NA,NA,NA,87.64,5.34,16.75,-7.88
AEG43,60968160,2015-12-01T00:00,NA,NA,NA,94.80,3.24,12.55,-4.45
AEG44,57332160,2009-01-01T00:00,NA,NA,NA,NA,NA,NA,NA
AEG44,57376800,2009-02-01T00:00,NA,NA,NA,87.29,-1.88,9.32,-21.42
AEG44,57417120,2009-03-01T00:00,NA,NA,NA,84.13,1.62,10.93,-9.61
AEG44,57461760,2009-04-01T00:00,NA,NA,NA,72.97,9.37,21.86,-2.62
AEG44,57504960,2009-05-01T00:00,NA,NA,NA,80.82,12.70,29.07,-3.33
AEG44,57549600,2009-06-01T00:00,NA,NA,NA,80.61,13.72,26.13,2.08
AEG44,57592800,2009-07-01T00:00,NA,NA,NA,81.15,16.06,28.83,4.25
AEG44,57637440,2009-08-01T00:00,NA,NA,NA,81.80,16.60,32.75,1.90
AEG44,57682080,2009-09-01T00:00,NA,NA,NA,87.54,12.87,29.15,2.60
AEG44,57725280,2009-10-01T00:00,NA,NA,NA,92.36,6.57,24.52,-3.84
AEG44,57769920,2009-11-01T00:00,NA,NA,NA,93.55,4.52,16.50,-3.39
AEG44,57813120,2009-12-01T00:00,NA,NA,NA,93.66,-1.44,8.21,-23.73
AEG44,57857760,2010-01-01T00:00,NA,NA,NA,97.10,-4.10,4.57,-13.63
AEG44,57902400,2010-02-01T00:00,NA,NA,NA,90.21,-1.24,11.20,-11.52
AEG44,57942720,2010-03-01T00:00,NA,NA,NA,81.46,2.08,19.93,-14.19
AEG44,57987360,2010-04-01T00:00,NA,NA,NA,75.60,6.83,25.18,-5.17
AEG44,58030560,2010-05-01T00:00,NA,NA,NA,90.29,9.13,24.16,-0.45
AEG44,58075200,2010-06-01T00:00,NA,NA,NA,82.23,14.83,29.67,2.16
AEG44,58118400,2010-07-01T00:00,NA,NA,NA,80.25,17.79,32.89,4.45
AEG44,58163040,2010-08-01T00:00,NA,NA,NA,88.57,14.56,27.90,3.94
AEG44,58207680,2010-09-01T00:00,NA,NA,NA,88.28,10.14,22.56,-0.58
AEG44,58250880,2010-10-01T00:00,NA,NA,NA,92.38,6.38,21.79,-7.01
AEG44,58295520,2010-11-01T00:00,NA,NA,NA,94.77,3.21,18.87,-14.71
AEG44,58338720,2010-12-01T00:00,NA,NA,NA,97.78,-3.58,7.49,-17.40
AEG44,58383360,2011-01-01T00:00,NA,NA,NA,97.25,-1.39,11.45,-16.50
AEG44,58428000,2011-02-01T00:00,NA,NA,NA,94.56,-0.07,15.70,-17.81
AEG44,58468320,2011-03-01T00:00,NA,NA,NA,78.54,3.85,18.20,-7.57
AEG44,58512960,2011-04-01T00:00,NA,NA,NA,75.54,9.38,23.61,-3.51
AEG44,58556160,2011-05-01T00:00,NA,NA,NA,76.82,12.08,27.79,-3.46
AEG44,58600800,2011-06-01T00:00,NA,NA,NA,85.66,14.74,30.26,5.14
AEG44,58644000,2011-07-01T00:00,NA,NA,NA,86.18,14.06,29.17,1.72
AEG44,58688640,2011-08-01T00:00,NA,NA,NA,86.38,16.55,32.14,3.34
AEG44,58733280,2011-09-01T00:00,NA,NA,NA,89.94,13.54,27.55,1.61
AEG44,58776480,2011-10-01T00:00,NA,NA,NA,91.66,7.24,24.08,-5.17
AEG44,58821120,2011-11-01T00:00,NA,NA,NA,97.09,2.85,19.23,-5.49
AEG44,58864320,2011-12-01T00:00,NA,NA,NA,97.13,1.83,11.86,-9.52
AEG44,58908960,2012-01-01T00:00,NA,NA,NA,96.79,0.00,8.46,-10.70
AEG44,58953600,2012-02-01T00:00,NA,NA,NA,85.64,-5.71,12.16,-22.73
AEG44,58995360,2012-03-01T00:00,NA,NA,NA,84.25,5.05,20.79,-6.34
AEG44,59040000,2012-04-01T00:00,NA,NA,NA,83.07,6.55,27.47,-6.33
AEG44,59083200,2012-05-01T00:00,NA,NA,NA,79.40,12.47,28.31,-2.82
AEG44,59127840,2012-06-01T00:00,NA,NA,NA,85.23,15.32,30.90,4.55
AEG44,59171040,2012-07-01T00:00,NA,NA,NA,85.72,15.73,31.39,3.64
AEG44,59215680,2012-08-01T00:00,NA,NA,NA,83.24,17.02,32.21,5.41
AEG44,59260320,2012-09-01T00:00,NA,NA,NA,88.39,11.79,27.26,-1.95
