Explo;EP_Plotid;initial_landuse_type;2006;2007;2008;2009;2010;2011;2012;new_landuse_type;notes
HAI;HEG49;Mown pasture_cattle_unfertilised;Mown pasture_cattle_unfertilised;Pasture_cattle_???;Mown pasture_cattle_fertilised;Meadow_unfertilised;Mown pasture_cattle_unfertilised;Meadow_fertilised;Meadow_unfertilised;Mown pasture_cattle_fertilised;sometimes no informations about used fertiliser
HAI;HEG50;Mown pasture_cattle_unfertilised;Mown pasture_cattle_unfertilised;Mown pasture_cattle_fertilised;Meadow_fertilised;Mown pasture_cattle_unfertilised;Mown pasture_sheep_unfertilised;Mown pasture_sheep_unfertilised;Mown pasture_sheep_unfertilised;Mown pasture_sheep_fertilised;
SCH;SEG01;Meadow_peat soil_fertilised;Meadow_fertilised;Meadow_fertilised;Meadow_fertilised;Meadow_fertilised;Meadow_fertilised;Meadow_fertilised;Meadow_fertilised;Meadow_fertilised;
SCH;SEG02;Meadow_peat soil_fertilised;Meadow_fertilised;Meadow_fertilised;Mown pasture_cattle_fertilised;Mown pasture_cattle_fertilised;Mown pasture_cattle_fertilised;Mown pasture_cattle_fertilised;Mown pasture_cattle_fertilised;Mown pasture_cattle_fertilised;
SCH;SEG03;Meadow_peat soil_fertilised;Meadow_fertilised;Mown pasture_cattle_fertilised;Mown pasture_cattle_fertilised;Mown pasture_cattle_fertilised;Meadow_fertilised;Mown pasture_cattle_fertilised;Meadow_fertilised;Mown pasture_fertilised;
SCH;SEG04;Mown pasture_peat soil_unfertilised;Mown pasture_cattle_unfertilised;Mown pasture_cattle_unfertilised;Meadow_unfertilised;Meadow_unfertilised;Meadow_unfertilised;n/a;Pasture_cattle_unfertilised;Mown pasture_cattle_unfertilised;no information available in 2011 because of restructering of the establishment
SCH;SEG05;Mown pasture_peat soil_unfertilised;Mown pasture_cattle_unfertilised;Mown pasture_cattle_unfertilised;Meadow_unfertilised;Meadow_unfertilised;Meadow_unfertilised;n/a;Mown pasture_cattle_unfertilised;Mown pasture_cattle_unfertilised;no information available in 2011 because of restructering of the establishment
SCH;SEG06;Mown pasture_peat soil_unfertilised;Mown pasture_cattle_unfertilised;Meadow_unfertilised;Mown pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Mown pasture_cattle_unfertilised;
SCH;SEG07;Pasture_peat soil_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;
SCH;SEG08;Pasture_peat soil_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Meadow_unfertilised;Meadow_unfertilised;Meadow_unfertilised;n/a;Meadow_cattle_fertilised;Mown pasture_cattle_unfertilised;no information available in 2011 because of restructering of the establishment
SCH;SEG09;Pasture_peat soil_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Mown pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Mown pasture_cattle_unfertilised;
SCH;SEG10;Meadow_peat soil_fertilised;Meadow_fertilised;Mown pasture_cattle_fertilised;Mown pasture_cattle_fertilised;Mown pasture_cattle_fertilised;Meadow_fertilised;Meadow_fertilised;Mown pasture_cattle_fertilised;Mown pasture_cattle_fertilised;
SCH;SEG11;Meadow_peat soil_fertilised;Meadow_fertilised;Mown pasture_cattle_fertilised;Mown pasture_cattle_fertilised;Mown pasture_cattle_fertilised;Meadow_fertilised;Meadow_fertilised;Mown pasture_cattle_fertilised;Mown pasture_cattle_fertilised;
SCH;SEG12;Meadow_peat soil_fertilised;Meadow_fertilised;Meadow_fertilised;Meadow_fertilised;Meadow_fertilised;Meadow_fertilised;Meadow_fertilised;Meadow_fertilised;Meadow_fertilised;
SCH;SEG13;Mown pasture_mineral soil_fertilised;Meadow_fertilised;Meadow_fertilised;Mown pasture_cattle_unfertilised;Meadow_unfertilised;Meadow_fertilised;Meadow_cattle_unfertilised;Meadow_unfertilised;Mown pasture_fertilised;
SCH;SEG14;Pasture_peat soil_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Meadow_unfertilised;Mown pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Mown pasture_cattle_unfertilised;Mown pasture_cattle_unfertilised;
SCH;SEG15;Mown pasture_peat soil_unfertilised;Mown pasture_cattle_unfertilised;Mown pasture_cattle_unfertilised;Meadow_unfertilised;Meadow_unfertilised;Meadow_unfertilised;n/a;Mown pasture_cattle_unfertilised;Mown pasture_cattle_unfertilised;no information available in 2011 because of restructering of the establishment
SCH;SEG16;Mown pasture_peat soil_unfertilised;Mown pasture_cattle_unfertilised;Mown pasture_cattle_unfertilised;Meadow_unfertilised;Meadow_unfertilised;Meadow_unfertilised;n/a;Mown pasture_cattle_unfertilised;Mown pasture_cattle_unfertilised;no information available in 2011 because of restructering of the establishment
SCH;SEG17;Mown pasture_peat soil_unfertilised;Mown pasture_cattle_unfertilised;Meadow_unfertilised;Mown pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Mown pasture_cattle_unfertilised;Mown pasture_cattle_unfertilised;Mown pasture_cattle_unfertilised;
SCH;SEG18;Meadow_mineral soil_unfertilised;Meadow_unfertilised;Meadow_unfertilised;Meadow_unfertilised;Meadow_unfertilised;Meadow_unfertilised;Meadow_unfertilised;Meadow_unfertilised;Meadow_unfertilised;
SCH;SEG19;Pasture_peat soil_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Meadow_unfertilised;Pasture_cattle_unfertilised;Mown pasture_cattle_unfertilised;n/a;Mown pasture_cattle_horse_unfertilised;Mown pasture_cattle_horse_unfertilised;no information available in 2011 because of restructering of the establishment
SCH;SEG20;Pasture_peat soil_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Mown pasture_cattle_unfertilised;Mown pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Mown pasture_cattle_unfertilised;
SCH;SEG21;Pasture_peat soil_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;
SCH;SEG22;Pasture_peat soil_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;
SCH;SEG23;Meadow_peat soil_unfertilised;Meadow_unfertilised;Meadow_unfertilised;Meadow_unfertilised;Meadow_fertilised;Meadow_fertilised;n/a;Meadow_fertilised;Meadow_fertilised;no information available in 2011 because of restructering of the establishment
SCH;SEG24;Meadow_peat soil_unfertilised;Meadow_unfertilised;Meadow_unfertilised;Meadow_unfertilised;Meadow_unfertilised;Meadow_unfertilised;Meadow_unfertilised;Meadow_unfertilised;Meadow_unfertilised;
SCH;SEG25;Meadow_peat soil_unfertilised;Meadow_unfertilised;Meadow_unfertilised;Meadow_unfertilised;Meadow_unfertilised;Meadow_unfertilised;Meadow_unfertilised;Meadow_unfertilised;Meadow_unfertilised;
SCH;SEG26;Meadow_peat soil_unfertilised;Meadow_unfertilised;Meadow_unfertilised;Meadow_unfertilised;Meadow_fertilised;Meadow_fertilised;n/a;Meadow_fertilised;Meadow_fertilised;no information available in 2011 because of restructering of the establishment
SCH;SEG27;Meadow_peat soil_unfertilised;Meadow_unfertilised;Meadow_unfertilised;Meadow_unfertilised;Meadow_unfertilised;Meadow_unfertilised;Meadow_unfertilised;Meadow_unfertilised;Meadow_unfertilised;
SCH;SEG28;Meadow_peat soil_unfertilised;Meadow_unfertilised;Meadow_unfertilised;Meadow_unfertilised;Meadow_unfertilised;Meadow_unfertilised;Meadow_unfertilised;Meadow_unfertilised;Meadow_unfertilised;
SCH;SEG29;Meadow_peat soil_unfertilised;Meadow_unfertilised;no landuse, too wet conditions;Meadow_unfertilised;Meadow_unfertilised;Meadow_unfertilised;Meadow_unfertilised;Meadow_unfertilised;Meadow_unfertilised;
SCH;SEG30;Meadow_mineral soil_unfertilised;Meadow_unfertilised;Meadow_unfertilised;Meadow_unfertilised;Meadow_unfertilised;Meadow_unfertilised;Meadow_unfertilised;Meadow_unfertilised;Meadow_unfertilised;
SCH;SEG31;Meadow_mineral soil_unfertilised;Meadow_unfertilised;Meadow_unfertilised;Meadow_unfertilised;Meadow_unfertilised;Meadow_unfertilised;Meadow_unfertilised;Meadow_unfertilised;Meadow_unfertilised;
SCH;SEG32;Meadow_mineral soil_unfertilised;Meadow_unfertilised;Meadow_unfertilised;Meadow_unfertilised;Meadow_unfertilised;Meadow_unfertilised;Meadow_unfertilised;Meadow_unfertilised;Meadow_unfertilised;
SCH;SEG33;Mown pasture_mineral soil_fertilised;Mown pasture_cattle_fertilised;Mown pasture_cattle_fertilised;Pasture_cattle_unfertilised;Mown pasture_cattle_unfertilised;Pasture_cattle_fertilised;Pasture_cattle_fertilised;Pasture_cattle_fertilised;Mown pasture_cattle_fertilised;
SCH;SEG34;Mown pasture_mineral soil_fertilised;Mown pasture_cattle_fertilised;Mown pasture_cattle_fertilised;Mown pasture_cattle_fertilised;Mown pasture_cattle_unfertilised;Pasture_cattle_fertilised;Pasture_cattle_fertilised;Pasture_cattle_fertilised;Mown pasture_cattle_fertilised;
SCH;SEG35;Mown pasture_mineral soil_fertilised;Mown pasture_cattle_fertilised;Mown pasture_cattle_fertilised;Mown pasture_cattle_fertilised;Mown pasture_cattle_unfertilised;Mown pasture_cattle_fertilised;Pasture_cattle_fertilised;Pasture_cattle_fertilised;Mown pasture_cattle_fertilised;
SCH;SEG36;Pasture_mineral soil_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_fertilised;Pasture_cattle_unfertilised;Pasture_cattle_fertilised;Pasture_cattle_fertilised;
SCH;SEG37;Pasture_mineral soil_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Mown pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;
SCH;SEG38;Pasture_mineral soil_unfertilised;Mown pasture_cattle_unfertilised;Mown pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Mown pasture_cattle_unfertilised;Mown pasture_cattle_unfertilised;Mown pasture_cattle_unfertilised;Mown pasture_cattle_unfertilised;Mown pasture_cattle_unfertilised;
SCH;SEG39;Mown pasture_mineral soil_fertilised;Pasture_cattle_unfertilised;Meadow_fertilised;Meadow_unfertilised;Mown pasture_cattle_unfertilised;Mown pasture_cattle_fertilised;Mown pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Mown pasture_cattle_fertilised;
SCH;SEG40;Pasture_mineral soil_fertilised;Pasture_cattle_fertilised;Pasture_cattle_fertilised;Pasture_cattle_fertilised;Pasture_cattle_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_fertilised;
SCH;SEG41;Pasture_mineral soil_fertilised;Pasture_cattle_fertilised;Pasture_cattle_fertilised;Pasture_cattle_fertilised;Meadow_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Mown pasture_cattle_fertilised;
SCH;SEG42;Pasture_mineral soil_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_fertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_fertilised;Pasture_cattle_fertilised;
SCH;SEG43;Pasture_mineral soil_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_fertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_fertilised;
SCH;SEG44;Pasture_mineral soil_fertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_fertilised;
SCH;SEG45;Pasture_mineral soil_fertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_fertilised;
SCH;SEG46;Pasture_mineral soil_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;
SCH;SEG47;Pasture_mineral soil_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Mown pasture_cattle_fertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;
SCH;SEG48;Pasture_mineral soil_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Mown pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Mown pasture_cattle_unfertilised;
SCH;SEG49;Pasture_mineral soil_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_fertilised;Pasture_cattle_fertilised;
SCH;SEG50;Pasture_mineral soil_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;Pasture_cattle_unfertilised;
